species	SeqCRZa_100	SeqCRZa_101	SeqCRZa_102	SeqCRZa_103	SeqCRZa_104	SeqCRZa_105	SeqCRZa_106	SeqCRZa_107	SeqCRZa_108	SeqCRZa_10	SeqCRZa_11	SeqCRZa_12	SeqCRZa_13	SeqCRZa_14	SeqCRZa_15	SeqCRZa_16	SeqCRZa_17	SeqCRZa_18	SeqCRZa_19	SeqCRZa_1	SeqCRZa_20	SeqCRZa_21	SeqCRZa_22	SeqCRZa_23	SeqCRZa_24	SeqCRZa_25	SeqCRZa_26	SeqCRZa_27	SeqCRZa_28	SeqCRZa_29	SeqCRZa_2	SeqCRZa_30	SeqCRZa_31	SeqCRZa_32	SeqCRZa_33	SeqCRZa_34	SeqCRZa_35	SeqCRZa_36	SeqCRZa_37	SeqCRZa_38	SeqCRZa_39	SeqCRZa_3	SeqCRZa_40	SeqCRZa_41	SeqCRZa_42	SeqCRZa_43	SeqCRZa_44	SeqCRZa_45	SeqCRZa_46	SeqCRZa_47	SeqCRZa_48	SeqCRZa_49	SeqCRZa_4	SeqCRZa_50	SeqCRZa_51	SeqCRZa_52	SeqCRZa_53	SeqCRZa_54	SeqCRZa_55	SeqCRZa_56	SeqCRZa_57	SeqCRZa_58	SeqCRZa_59	SeqCRZa_5	SeqCRZa_60	SeqCRZa_61	SeqCRZa_62	SeqCRZa_63	SeqCRZa_64	SeqCRZa_65	SeqCRZa_66	SeqCRZa_67	SeqCRZa_68	SeqCRZa_69	SeqCRZa_6	SeqCRZa_70	SeqCRZa_71	SeqCRZa_72	SeqCRZa_73	SeqCRZa_74	SeqCRZa_75	SeqCRZa_76	SeqCRZa_77	SeqCRZa_78	SeqCRZa_79	SeqCRZa_7	SeqCRZa_80	SeqCRZa_81	SeqCRZa_82	SeqCRZa_83	SeqCRZa_84	SeqCRZa_85	SeqCRZa_86	SeqCRZa_87	SeqCRZa_88	SeqCRZa_8	SeqCRZa_90	SeqCRZa_91	SeqCRZa_92	SeqCRZa_93	SeqCRZa_94	SeqCRZa_95	SeqCRZa_96	SeqCRZa_97	SeqCRZa_98	SeqCRZa_99	SeqCRZa_9
Slackia_piriformis	0	0	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02463	0	0	0	0	0	0	0	0	0	0	0	0	0.02426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275	0	0	0	0	0	0	0	0	0
Bacteroides_caccae	1.15301	4.87928	0.34399	2.90053	0	2.36194	1.13288	0.33604	1.17206	0	0	0	0.03816	0.44138	0	0	5.18242	1.01279	1.88706	0	0.19986	0.55309	0.70629	1.32085	0	1.42703	0.3479	1.12343	1.51134	0.1868	0	1.22029	0	2.87851	0	0.00609	0	0.04233	0	0.04121	4.35953	0	0.69259	0.42102	0	0.05284	0	0	0	0	0	0.05876	0	0	0	0.64152	1.99189	0	0	0.02993	0	0.10976	0.55553	0	0	0.86872	0.01356	0	0.00249	0.19219	1.21779	0	1.37633	0	0	0.16255	0.16765	0.05848	0	0.71853	0.01593	0	0.01324	0.08301	2.01837	0	0.07006	0	0	0	0	0	0	0	2.39532	0	0	0	0.08398	0	0	1.04668	13.58532	5.4143	0.46183	0	0.01037
Bacteroides_cellulosilyticus	0	0.03801	0.59202	0.00052	0	0.65406	0.46747	0.0142	0.13144	0.53825	0	0.00109	0	0	0.00431	0	0	0.12728	0.09115	0	0	0.0233	0.00142	0.01172	0.00121	0	0	0.3781	0.05731	0.11871	0.00049	0.14563	0.05709	0.38079	0	0.01057	0	0	0.03162	0	0.12788	0	0.20752	0.02095	0	0.84757	0	0	0.00115	0	0	0	0	0	0.00133	0	0	0.17736	0	0.00468	0.21703	0	0.13897	0.17633	0	0	0.0409	0	0	0	0	0.09952	0	0	0	0	0.00759	0	0	0	0	0	0	0.00283	0	0.01181	0.24525	0.07163	0.00326	1.3374	0	13.42236	0.47526	1.82632	0	0.08572	0	0	0.25912	15.2608	0.26725	0.34751	0	0.27999	0.02395	0	2.77742
Bacteroides_clarus	0	0	0	0	0	0	0	0.06181	0	0	0	0	0	0	0	0	0	0	0.04753	0	0	0.02399	0	0	0	0.10186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01125	0.12354	0	0	0	0.01436	0.00878	0	0	0	0	0	0	0	0	0	0	0	2.07475	0.00526	0	0	0	0	0
Bacteroides_coprocola	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81818	0	0	0	0	0.10764	0	1.42714	0.09408	0	0	0	4.64262	0	0	0.89827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00265	0	0	0	8.99409	0	0	0	0	0	0	0	0	0	0	0	0	6.31647	0	0	0	0	0
Bacteroides_coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24938	0	0	0	0	0	0	1.18709	0	3.45332	0	0	1.00643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_dorei	0.23458	0	2.76279	0.58733	0	0.25075	0	0.26702	0.35852	1.31939	0.08025	0.00599	0.00962	0.00964	0	0.00616	1.36992	2.05252	0.74722	0	0.0033	0.18935	0.02432	0	0	2.64995	0.24666	5.52936	2.01371	0.11232	0.01999	0.33914	0.01943	0	0	0.05372	0.52647	0.038	0.04591	0.06522	0.47657	0.02787	0.03437	0	0	0.33255	0	0.00994	0.00587	2.61904	0	0.10919	0.00198	0.15533	0	0.25021	0.31432	0.00864	0.1013	3.37909	0.02106	0	0.78676	0	0.03393	0	0.00293	0.2911	0	0	0	0.07947	0.01679	0.00232	0.00617	0.13054	0.06892	0.98139	0.16296	0	0.0138	0	0.00203	0.04249	1.11141	0.00982	0.03446	0.28663	2.83872	39.12676	0	0	23.18813	0	0.00458	0.00314	11.49936	5.39353	0	0	0.35746	3.23579	1.90456	18.60749	0.49211	2.82992	0.00959
Bacteroides_eggerthii	0	0	0	0	0	0	0	0.43629	0	0.15266	0.07952	0	0	0	0	0	0	0	0	0	0	0	0.08863	0	0	0	0	0	0.49698	0	0.01057	0	0.02717	0	0	0	0	0.78415	0	0	5.40032	0	1.21045	0	0	0	0.04785	0	0	0	0	0	0	0	0.11623	0	0	0	0.03905	0.39858	0	0	0	0.53959	0	0	0.05644	0.5111	0	0	0	0	0	0	0	0	1.05146	0	0	2.03902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13482	0	0.00867	0	0	0	0	0	0	0.00131	0	0.40329
Bacteroides_faecis	0	0.0019	0	0	0	0	0.00871	0	0.04286	0.00754	0.00617	0	0.02066	0.05106	0	0	0.02718	0.02088	0.07884	0.00163	0.01772	0.02223	0	0	0	0	0	0.00419	0.22729	0.0036	0	0.00122	0	0	0.0003	0	0	0.01001	0.00365	0.03662	0.09994	0.00093	0.01586	0.00643	0.00144	0	0	0.0195	0.00157	0.04596	0.00538	0.00396	0	0.00506	0.01347	0.00687	0.01085	0.00188	0.00283	0.03848	0.00347	0	0.01784	0	0	0.02787	0.06122	0.01135	0.00313	0.00223	0.00993	0.00695	0.00811	0.00069	0	0.00247	0	0.01019	0.00035	0	0.0048	0	0	0.01889	0	0	0.01165	0.01987	0	0	0	0	0	0.27807	0	0.00026	0	0.00022	0	0.00454	0	0	0	3.21271	0	0	0.08339
Bacteroides_finegoldii	0	3.99534	0	0	0.02623	0.01435	0	0.00065	1.35334	0.01033	0	0	0	0	0	0	0	0.0426	0	0	0	0	0.02526	0	0	0.19219	0.28239	0.50224	0.15561	0	0	0	0	0	0	0	0	0	0	0	0.05273	0	0	0	0.00314	0	0	0	0	0	0	0.01396	0	0	0	0	0	0	0.00404	0	0	0	0.12454	0	0	0	0	0.04491	0	0	0	0.05733	0	0	0	0	0	0	0	0	0	0	0	0	0.34738	0	0	0	0.44381	0	0	0.09215	0	0.76782	0.15939	0	0	0	0	0	0.50576	0	0	0.00317	0	0	0
Bacteroides_fragilis	0.05405	0	0	0.00917	1.3364	0.14908	7.57097	0.1066	0.39294	0.01683	0	0.53873	0.7608	3.72735	0	0	0	0	0.29797	4.4849	0.10188	0.31369	0	0.26485	0	0	0.07326	0.12043	0.41205	0.64026	0.06487	3.3069	1.25277	0.23861	0	0	0.04924	9.63431	0	0	5.38892	0.13525	0	0.00841	0	0	0	0.01962	0	8.65162	0.2655	0.03849	4.78977	3.49135	0.22343	0.32658	0	0.04795	1.62527	0	3.89508	0.19854	0.23957	2.42094	0.00579	3.77808	4.53868	1.61236	0.02173	0.01451	0.38323	0.73236	3.332	0.30688	0.01707	0	0.15415	0	0.39279	0.42288	0.99649	0	0	0.2922	0.05519	0	0.46503	0.30177	0	3.36346	0.09689	12.46485	0	3.77519	1.10404	0	2.68812	0.64413	1.66309	3.20463	0.18932	0	2.72981	0.80996	0.42686	3.96749	0
Bacteroides_intestinalis	0	8.06021	0	0.7118	0	0.46194	1.60979	0	0.30663	0.86977	0	0.01299	0	0	0	0	0.23255	0	0.23324	0	0	0.04283	0.01264	0	0.02476	0.04281	0	0	0.11933	0	0	0.02038	0.0092	0.01624	0.02448	0	0	0.19972	0	6.05974	0	0.26667	0	0	0	0.00427	0	0	0.00429	12.54178	0	0.06084	0	0	0.14604	0.07004	0	0.13211	0	0.20696	0	0	0	0.86188	0	0	0.03267	0.44426	0	0	0	0.04133	0	0.00743	0	0	0.04028	0.06607	0.00394	0	0	0	0.45236	0	0.67524	0	0.30225	0.02188	0	0.00034	0	0.03327	0.05669	0	0	0.09524	0.05812	0	0.0047	6.85321	0.88959	0	0	0	0.02385	11.24477	0.66544
Bacteroides_massiliensis	0	11.00168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11555	0	0	0	0	0	0	0.31239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.51865	0	0	0	0	0	0	0	0	0.3976	0	0	0	0	0
Bacteroides_nordii	0	0.03546	0.00505	0.02902	0	0.09511	0.00121	0	0.00092	0.00151	0	0	0	0	0	0	0	0	0.00092	0	0	0	0.00032	0	0	0.00256	0	0.09027	0	0	0	0.00984	0	0	0	0	0	0	0	0.00337	0.0226	0	0.01223	0	0	0.00047	0	0	0.00384	0	0	0	0	0	0	0	0	0	0	0	0.00184	0	0.02118	0	0	0.00239	0	0.03511	0	0	0	0.02589	0.00113	0	0	0	0.00112	0	0	0.03735	0	0	0	0	0	0	0	0.00074	0	0.43413	0	0	0	0.10627	0.06234	0	0	0	0.00499	0.34602	0.00951	0	0.01848	0	0	0.02212	0
Bacteroides_oleiciplenus	0	0	0	0	0	0	0	0	0.00218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_ovatus	0.82504	1.59901	0.02129	5.05837	11.2144	0.54763	0.02171	3.28374	0.27684	0.46842	0.00895	0.04468	0.11409	0.61568	0	0.01209	0.00324	0.38543	0.25392	0	0.24409	0.09938	0.29666	0.22501	0	0.21064	1.04491	1.3426	0.18405	0.17525	0	0.48174	0.0246	2.34443	0.07028	0.05673	0.00163	0.64566	0.02007	0.06912	1.12346	0.04444	0.91508	0.07762	0.05532	0.17566	0.11241	2.00348	0.11879	0.00525	0.07141	0.07258	0	0.21801	0.16452	0.00129	0.48095	0.37604	0.04459	0.26103	0	0.04746	0.50576	0.02227	0.0212	1.41716	0.44396	0.32868	0.03266	0.1029	1.03127	2.00089	0.92026	0.0053	0.00673	0.01287	0.00454	0.39987	0.34565	1.83737	0.22854	0	0.17533	0.30742	0.8866	0.06194	0.31491	0.1806	0.3342	7.14135	22.98323	24.55513	0.12313	0.16441	1.12305	0.01033	8.37885	2.60025	14.48686	0.20143	21.02867	1.12989	2.0077	4.11773	0.85988	4.49763	0.21417
Bacteroides_plebeius	0	0	1.12394	0	0	0	0	23.77261	0	0	0.03198	0	0	1.76414	0	0	0	0	0.18332	0	0.92987	0.61617	2.98478	2.48025	0	6.30093	5.70977	3.70812	0.37629	0	0	0	0	0	0	0	0	0	0	0	0.94486	0	0.001	0	0	0	0	0	0	0	0	0.22926	0	0	0.85908	0	0	0.06419	0	0.12504	0	0	3.26753	0	0	0.14316	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33736	0	0	0	0	0	0	0	0	23.50491	0	0	0	0	0	0.0922	0	0	0	0	0	0	0.96182	0	0	0	0	0
Bacteroides_salyersiae	0	0	0	0.06553	0	0	0.17315	0.04303	0.22087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58711	0	0	0	0	0	0	0	1.441	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02942	0	0	0	0	0	0	0	0	0.02858	0	0	0.05941	1.45966	0
Bacteroides_sp_2_1_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53155	0	2.15555	0	0	0
Bacteroides_sp_2_1_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_sp_3_1_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30208	0	0	0	0	4.11257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64398	0
Bacteroides_stercoris	0.02639	3.0353	4.95114	6.69758	0	0	0	0	11.26465	0	0	0	0	0.09344	0	0	0	0	0	0	0.02353	0	0	0	0	0.00122	1.53797	0	0	0.01801	0	1.07033	0	0	0.01796	0	0	0	0	0	0	0	0.14844	0.90789	0.06308	0	0	0.01906	0.0214	0	0.36332	0.3697	0	0.40261	0.69955	0	0	0	0.00985	0	0	2.35634	0	0	0	4.94065	0	0	0	0	0	0	9.21367	0	0	0.03511	0	0	0	1.49683	0	0	0	0	3.80093	0	0.0149	0	0	0	0	0	0	0	7.20119	0	16.637	25.13763	3.76857	0	0.00819	8.79363	0	5.14448	0.80234	0	0.03807
Bacteroides_thetaiotaomicron	0.08851	1.96494	0.2164	0.68032	5.97361	1.14169	0.95129	0.18152	2.3328	0.6061	0.02441	0	0.28922	0.12597	0	0	0.29624	0.10294	1.4403	0.01928	0.11876	0.59551	0.16478	0.01823	0.0032	0.0024	0.27032	0.30245	0.05921	0.11624	0	0.34493	0.00266	0.69836	0.0243	0.00113	0.0049	0.184	0.03254	1.35112	1.22129	0.01522	0.5318	0.12113	0.02888	0.16524	0	0.31397	0.01674	1.23863	0.02063	0.00825	0	0.11983	0.15451	0.52779	0.17569	0.13604	0.02529	1.618	0	0.0825	0.35814	0.01147	0.0085	1.08572	0.06277	0.37025	0.07765	0.00016	1.04917	0.10482	0.53904	0.0005	0.00672	0.05865	0	0.28926	0.01899	0.27513	0.36227	0	0	0.11509	0.60009	0.03562	0.27557	0.32472	0.11447	6.67359	8.51264	1.95734	4.41134	3.92688	0.27776	0.06715	1.75047	0.68711	3.28623	1.64838	1.44523	0.53438	3.68133	0.05541	0.471	1.02168	0
Bacteroides_uniformis	0.72814	2.08346	1.22696	1.58037	0.42695	1.58709	2.96008	1.11843	4.30478	0.00955	0.00859	0.05587	0.15956	0.03582	0.01587	0	4.07976	0.2724	1.39503	0	0.01953	0.41147	0.55399	0.41287	0.00621	4.03801	3.98005	0.26895	1.43107	0.25202	0.00598	2.57447	0.39576	2.44784	0.02533	0	0	0.04638	0.14636	0.65135	0.62747	0.24006	2.75675	0.37675	0.01993	0.23591	0.06442	0.30641	0.04391	0.32419	0.03145	0.05602	0	0.118	0.2285	1.89448	0.35793	0.24324	0.18476	0.16237	0	0	1.98108	0.23908	0.04535	1.54839	0.02957	1.21981	0.0041	0.04567	0.62502	7.15549	0.0828	0	0.01239	0.05428	0.07887	0.29778	0.01291	9.20664	0.04159	0	0.84079	0.10002	1.41142	0.06651	0.44795	1.76464	1.90323	13.37716	12.08025	8.14196	0.95315	3.70391	11.0203	0.18169	0.65406	5.5186	2.27928	25.88432	2.57359	0.32313	6.47544	0.1851	1.46863	1.72161	0.89112
Bacteroides_vulgatus	0.51942	8.25823	0	0.89419	1.73739	11.30265	0	3.94419	0.53163	0.73263	0.07019	0.07295	0.3634	0.95985	0.205	0.01445	5.78899	0.26804	4.30483	0	0.37129	1.04423	0.9533	1.16687	0.10676	0.00792	2.25614	0.19071	0.33144	0.03365	0	0.04876	0.60627	6.30824	0.04158	0.77235	0.24926	0.3859	0.21651	0.9512	2.90566	0.30898	4.9156	0.26462	0.63423	1.67762	2.26659	0.30897	0.15158	0	0.09529	1.16276	0.03216	4.06089	0.92922	0.92834	4.04945	0.17072	0.96656	0	0.29887	1.8665	5.85061	3.18597	0.4822	0.79083	0.1315	0.46085	0.01964	0.03707	0.35838	2.91014	1.1182	0.03527	0.08206	0.80485	0.14426	13.06783	0.36514	3.00981	0.19838	0.14289	0.32455	1.05899	2.4644	0.39059	2.3333	1.57149	1.66613	0	1.5521	0	0	33.09112	0.23909	0.09373	0	0.3946	7.06712	0	6.92369	0	0	0	1.98924	0.2329	0.10825
Bacteroides_xylanisolvens	0.01065	0.25951	1.02463	0.08333	0.53757	0.0716	0.28722	0.02204	0.04591	0.02879	0.01923	0.00692	0.01744	0.02879	0.00918	0	0.52837	0.11749	0.02801	0	0.0067	0.04165	0.11045	0.00195	0	0.15276	1.04737	0.06692	0.00079	0.0266	0	0.06195	0.13172	0.65782	0.06137	0.0321	0.00647	0.03289	0.00074	0	0.02042	0.00659	0.00261	0.00161	0.00194	0.01865	0.00486	0.04022	0.00466	0.01927	0	0.0052	0.00631	0.06916	0.05343	0.05914	0.0089	0.0293	0	0.06976	0.04415	0.07742	0.07923	0.08226	0.02245	0.1376	0.02303	0.03111	0	0.01829	0.04704	0.05325	0.01258	0.03577	0	0.03476	0.01917	0.01379	0.01876	0.14915	0.00905	0	0.01122	0	0.20368	0.02575	0.0177	0.04711	0.00097	4.52469	4.67262	3.20776	0	5.0757	0.10715	0.00939	0.19224	0.26371	0.46653	2.59291	0.29709	0.08486	0.79163	0.45293	0.06078	0.01355	0.03092
Bacteroidales_bacterium_ph8	0.10978	0.11964	0	2.0095	0	0.02691	0	0.17115	0	0.47603	0	0	0	0.04756	0	0	0	0.46999	0.12053	0	0.03564	0.03195	0	0.05463	0	0.38686	0.6361	0.12549	0.32657	0.11552	0	1.20395	0	0	0	0	0	0.05349	0	0	0.09637	0.00933	0	0	0.00065	0.0275	0	0	0.0128	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0.90123	0	0.17808	0	0.0563	0	0	0	0.30454	1.70953	1.11517	0	0	0.0117	0.04931	0	0	1.57513	0	0	0	0.6136	0	0	0.09789	0.00111	0	0	0	0	0	0	0	0.07905	0	0	0	0	1.14546	0.00587	0	0	0.01199	3.27142	0
Barnesiella_intestinihominis	0.90916	0	0	0.01467	2.55248	0	0	0	0	0.04545	0.02303	0.0004	0.01887	0	0	0	2.2989	0.27114	0.05529	0	0	0.02071	0.01336	0.06268	0	0.13873	0.92547	0	1.03529	0.0067	0	0	0	0	0.0374	0.00086	0	0	0	0.08972	0	0	3.06966	0.53764	0.00177	0.53014	0	0.01271	0.06577	0.03114	0	0.01617	0.01768	0	0.06539	0.15632	0.06791	0.202	0	0.05503	0	0.25086	0.5796	0	0	1.73561	0.00932	0.28561	0.05543	0.03003	0.06006	0	0.29612	0	0	0.03461	0.04264	0.27219	0	3.03845	0	0	0.00739	0.0169	0.87138	0	1.82071	0	0.15866	0	0	0	0	0	0	0.00571	0	0	0	0	0	0	0	0	0	0	0.00819
Butyricimonas_synergistica	0	0.00376	0	0.00995	0.00331	0.00371	0	0	0.0167	0	0	0	0	0	0	0	0	0	0.75445	0	0	0.15809	0	0	0.00061	0	0	0	0	0	0	0	0.00876	0	0.0265	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00276	0.01541	0	0	0	0	0	0	0	0	0	0	0.02548	0	0	0	0.01676	0	0	0	0	0	0	0	0.00172	0.0151	0	0	0	0	0	0
Coprobacter_fastidiosus	0.13224	0	0	0	0	0.16838	0	0	0	0	0	0	0	0	0	0	0	0.07443	0	0	0	0	0	0	0	0	0.04183	0.01719	0.03344	0	0	0	0	0	0	0	0	0	0	0.64619	0	0	0.54402	0	0	0.00372	0	0	0	0	0	0	0	0	0.14296	0	0	0.05167	0	0.0335	0	0	0.30753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0	0	0	0	0.57031	0	0	0	0	0	0	0	0	0	0	0	0	1.05543	0.04543	0	0	0	0	0	0
Odoribacter_splanchnicus	0	1.63413	0	0.18237	0	2.26933	1.72529	0	0.96467	1.77945	0.51522	0	0.51195	0	0.16756	0	0.87204	0.42015	0.70912	0	0	0.14785	0.33139	0.19369	0	0.33571	0.23861	0.81237	0.33978	0	0	0.48111	0	1.42825	0	0	0	0.74601	0.20866	0.72256	3.48771	0	2.18249	0.47199	0	0.9962	0.49075	0.17202	0.12269	1.06535	0	0.52586	0	0	0.17991	1.60285	1.06632	0	0.28504	0.99351	0.49315	0	0.7048	0.75131	0.18667	0.68228	0	1.19436	0	0	0.44876	1.32986	0.28918	0	0	0.49511	0.30446	0.68421	0.18546	0.83967	0.23831	0	0.48981	0.70982	0.59949	0	0.66005	0.33576	0	0	0	0	0	0	0.12552	0	0	0.49568	0.24362	0	3.88547	0.23322	0.54523	0	0	0.55266	0
Odoribacter_unclassified	0.03694	0	0.01456	0	0	0	0	0	0	0	0	0.03947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646	0.02331	0	0.01126	0	0.02762	0	0	0	0	0	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0.02056	0	0	0	0.01682	0	0	0	0	0	0	0	0	0	0	0	0.00978	0	0	0	0.01391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01622	0	0	0	0.01959	0	0	0	0	0	0	0.01921
Parabacteroides_distasonis	0.14283	0.03402	0.01039	0	0	0.08941	0.53353	0.07526	0.41012	0.12049	0.0898	0	0.05652	0.20979	0.11795	0.04784	0	0.00107	0.15053	0	0.05133	0.05051	0.39102	0.06362	0.00195	0.00352	0.01596	0.03684	0.01957	0.28021	0.11539	0.02445	0.11812	0.0824	0.01052	0.00026	0.11281	0.36598	0.131	0.20461	0.92018	0.16062	0.51185	0.49203	0.03403	0.00611	0.05187	0.12718	0.17312	0.54283	0.05132	0.03061	0.05604	0.1372	0.15026	0	0.01202	0.17973	0.1301	0.01611	0.11733	0.39553	0.20269	0.37094	0.04762	0.00846	0.06633	0	0.02889	0.00151	0.05863	0.12654	0.51915	0.00819	0.00104	0.03826	0.05847	0.16312	0.04557	1.87637	0.02903	0	0.06718	0.08238	0	0	0.83331	0.07072	0.2251	0	0	2.319	0.61086	0.37347	0.22943	0.02576	0.079	0.00943	0.03615	1.68011	0.00791	0	0.71361	0.27675	0.05048	0	0.09517
Parabacteroides_goldsteinii	0	0.35279	0.0751	0	0	0.2575	14.09174	0	0.08605	0.00857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09536	0	0	0.0071	0.03695	0	0	0	0.85943	0	0	0	6.56974	0	0	0	0	0.19231	0	0	0.12103	0	0	0	0.30986	0	0	0	0	0.00849	0	0	0	0	0.01954	0	0	0.3364	0	0	0	0	1.77928	0	0	0.00469	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0.44207	0.73047	0	0.13739	0.00025	0	0	0.11478	0.84229	0	0	0.00697	0	1.5931	0.52635	0.02436	0	0	0.00338	0	0
Parabacteroides_johnsonii	0	0	0	0	0	0	0.04049	0	0.55882	0	0.00241	0	0	0	0	0	0	0.00212	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01095	0	0.5264	0	0	0	0	0.08376	0	0	0.00085	0	0	0	0.00603	0	0	0	0.00659	0	0	0	0	0.00405	0.01533	0.00356	0	0	0.00086	0.00253	0	0	0	0	0.07344	0	0.01373	0	0	0.0085	0	0	0	0	0.00611	0	0	0	0	0.007	0	0.01867	0.00437	0	0.00357	0	0.56539	0	0.04982	0	0	0	0	0	0	0	2.99978	0	0	0.4235	0	0	0	0	0	0
