OTU_ID	Kingdom	Phylum	Class	Order	Family	genus	Species
855c6c440bb70b1ebe6967708772010d	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Cytophagales	f_Spirosomaceae	uncultured	s_metagenome
0ed3c0b7b9bf54987c51235e1b13c772	k_Bacteria	p_Chloroflexi	c_Chloroflexia	o_Chloroflexales	f_Roseiflexaceae	uncultured	s_Chloroflexaceae bacterium sp-jj-1
8caf56b4703989a00fc9128f1b3b0728	Unassigned						
3d371d4d46c8a8ac5e276563045ff8e0	k_Bacteria	p_Verrucomicrobia	c_Verrucomicrobiae	o_Chthoniobacterales	f_Chthoniobacteraceae	Candidatus	
5eb8d8f8bc62111df1fb21deae013e8b	k_Bacteria	p_Firmicutes	c_Bacilli	o_Bacillales	f_Paenibacillaceae	Paenibacillus	s_Paenibacillus lautus
454b2895e7494e38e48d1961e8a2bf0b	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Family XIII	Family	s_uncultured Eubacterium sp.
34c863d93222b588bb2e24ae7112159f	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Family XI	Anaerococcus	
57bf971aadb4f2946a62914a30b5855d	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Actinomycetales	f_Actinomycetaceae	Actinomyces	s_Actinomyces graevenitzii F0530
d4feba398a6e7eb60a3b634ed272a6b5	k_Bacteria	p_Fusobacteria	c_Fusobacteriia	o_Fusobacteriales	f_Fusobacteriaceae	Fusobacterium	
71bdc38adae84575f11bd85da1c59406	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Tistrellales	f_Geminicoccaceae	Geminicoccus	s_uncultured bacterium
1e050e2bed521ee904b28e9f3c8bd840	k_Bacteria	p_Firmicutes	c_Bacilli	o_Bacillales	f_Staphylococcaceae	Staphylococcus	
52fded26b8e4d9e9cedf46ba1f5d08d3	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Tannerellaceae	Parabacteroides	
d37c35f73fc21285f14723633ad2fbcd	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_Burkholderiaceae	Sutterella	s_uncultured organism
6b6abe70860bd96f017c03833c1a0fa4	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	f_Moraxellaceae	Moraxella	
1120d4b7be025b5aa7c40fda4a9ef52c	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales			
b6a052a056c5318d6db843014cc2df17	k_Bacteria	p_Acidobacteria	c_Blastocatellia (Subgroup 4)	o_Blastocatellales	f_Blastocatellaceae	Blastocatella	
cbcf74ff8737fe582174c6c78ce3d8c5	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Peptococcaceae	uncultured	
103f1919b7687d97c88fd3c34b52a0ee	k_Bacteria	p_Acidobacteria	c_Blastocatellia (Subgroup 4)	o_Pyrinomonadales	f_Pyrinomonadaceae	RB41	
e7946022ed6b09b23d87ed3333e57ee4	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Xanthomonadales	f_Rhodanobacteraceae	Rhodanobacter	s_uncultured Xanthomonadaceae bacterium
c2103321f45f3e760dcc780a4f6bde6f	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	f_Rhodobacteraceae	Paracoccus	
904cd5d2f552aee2da77d0453930d7e2	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Xanthomonadales	f_Xanthomonadaceae	Stenotrophomonas	
577ebeaa2ad9328aa33822532efb8b45	k_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Myxococcales	f_mle1-27	uncultured	s_uncultured bacterium mle1-27
dc78bf5e0f4f2d08e361aed52e99235f	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_Neisseriaceae	Neisseria	
7df62aff96542e709b665ee2d0cf826c	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Micrococcales	f_Intrasporangiaceae	Phycicoccus	s_uncultured bacterium
72a5872e44e4ebcf6fdfb2671e06c1cb	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Lachnospiraceae	
465b59fcd7a05f0ca2cc7c41e8816fbf	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Coprococcus	
2d68fe60bfba9823f6db9a580e3435cd	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_Devosiaceae	Devosia	
385263a4243fd7a103cc602390c2c7c4	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodospirillales	f_uncultured	unidentified	s_unidentified rumen bacterium RF32
f08fa4f895b0864761a113d3ccf70971	k_Bacteria	p_Epsilonbacteraeota	c_Campylobacteria	o_Campylobacterales	f_Campylobacteraceae	Campylobacter	s_Campylobacter upsaliensis
3d94bd7e38b2dc394989b083044ccee0	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Stomatobaculum	
2f3a5806df84b7fbe6717d4b3734dc26	k_Bacteria						
430d480477d450614cc88f3853c6ae7f	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	f_Moraxellaceae	Acinetobacter	
167edc867f6115fade86685d443ccad3	k_Bacteria						
bcbf5188e5d13788bb4681aed54c5e1f	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Catonella	s_Catonella sp. oral clone EZ006
4dc07735a8713d4d969241ae67f66a7a	k_Bacteria	p_Armatimonadetes	c_Chthonomonadetes	o_Chthonomonadales	f_uncultured bacterium	uncultured	s_uncultured bacterium
78eff85a20a93d8d4d04b236d3d8580f	Unassigned						
a95b783100b437afcc0c13a350ca1f37	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Alloprevotella	
39ebb7618fd8503469974a6485806547	k_Bacteria	p_Firmicutes	c_Erysipelotrichia	o_Erysipelotrichales	f_Erysipelotrichaceae	Holdemanella	s_Holdemanella biformis DSM 3989
0e9d416a2e030a5ab7332472b54b90a1	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Sphingomonadales	f_Sphingomonadaceae	MN	s_uncultured bacterium
c0b7622f52a947feb8be88dcec42d7d6	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Peptostreptococcaceae	Peptostreptococcus	s_uncultured organism
3c9d55fc1f01e34f1299621309754241	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	Aggregatibacter	s_uncultured bacterium
c5b494886e105f89c3ea19826d4025b3	k_Bacteria	p_Chloroflexi	c_Anaerolineae	o_SBR1031	f_A4b	uncultured	s_uncultured bacterium
3c15d561646dd7eb248742dcb369743a	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Stomatobaculum	
1c29266ba1c7bc49e8c16e1d5b773041	k_Bacteria	p_Chloroflexi	c_Chloroflexia	o_Thermomicrobiales	f_JG30-KF-CM45	uncultured	s_uncultured soil bacterium
494cfeb5122fb535c0ed60ab9723cec1	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Faecalibacterium	
16543908ca23561ad5f998978c1061b3	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Xanthomonadales	f_Xanthomonadaceae	Arenimonas	
f7a880be154de5e375f90fb46c448043	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Sphingobacteriales	f_env.OPS 17	uncultured	s_uncultured bacterium
cf3381318906e1e08f58bca905636dc0	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
3969715871a7ed23c8862d69348cd958	k_Bacteria	p_Chloroflexi	c_Anaerolineae	o_Anaerolineales	f_Anaerolineaceae	uncultured	
008f785a5258de208f7e5b5e491c3c61	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	Bacteroides	s_uncultured bacterium
4fa11ba1ca64a6397760fca175534434	k_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Myxococcales	f_Archangiaceae	Anaeromyxobacter	
6852cb05ad29da04c78b3f4f4809ec3c	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Flavobacteriales	f_Flavobacteriaceae	Flavobacterium	
6179712cee49bb1842f8786784aca888	k_Bacteria	p_Actinobacteria	c_Acidimicrobiia	o_IMCC26256			
fa705d9c429bf2c79574300547190c6f	k_Bacteria	p_Firmicutes	c_Bacilli	o_Lactobacillales	f_Leuconostocaceae	Leuconostoc	
a00207dac8cecfb280ee732df82bf536	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Sphingomonadales	f_Sphingomonadaceae	Altererythrobacter	
9192b3275c36e56540678451adfa601f	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminococcaceae	s_uncultured organism
fa30961a13d7d323c2f32fba52b43ab3	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Agathobacter	s_uncultured bacterium
598c989a1f17a82f1597daf51b3d0dc0	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Dorea	
7971dc6acc750166c08ed54c1289d242	k_Bacteria	p_Firmicutes	c_Negativicutes	o_Selenomonadales	f_Veillonellaceae	Megasphaera	s_Veillonellaceae bacterium KA00182
aa63142e80004831e2294dc2baad49c3	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	Haemophilus	
a0d43ccab3959fcb0aa4ef6c2890f77b	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Lachnoclostridium	
f59b87c2c0576d147056a2d5e7a4a1ba	Unassigned						
43c683304ac852bf8852e9945074dfe4	k_Bacteria	p_Acidobacteria	c_Acidobacteriia	o_Acidobacteriales	f_uncultured		
d0ae8daae3415cf4d419f396012f8772	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Chitinophagales	f_Chitinophagaceae	Flavihumibacter	s_uncultured bacterium
aec3306548c3287e828f46aefeece5a1	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminococcus	
e4c7efb17edcc8605723a8833eeedbae	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Faecalibacterium	
4aa3ac6d9d1f5b1349e325b5071e71a3	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	
a79cb275c99df969c3f841559158f93d	k_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Myxococcales	f_Haliangiaceae	Haliangium	s_uncultured bacterium
ac26979330a225284f54a1748c4c5d8b	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Reyranellales	f_Reyranellaceae	Reyranella	
76afa1d9f89a29170719c596d8d6a32c	k_Bacteria						
4442ad9a434078003a520c6f648431e1	k_Bacteria						
8b144285a75a40fc0122af09cc6c420b	k_Bacteria	p_Cyanobacteria	c_Oxyphotobacteria	o_Nostocales	f_Nostocaceae	Dolichospermum	
81fdf4d62d192237c02d37f57f6546e0	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Family XI	Anaerococcus	
9b8235b2bdfe8431d020b41c3d67fa28	k_Bacteria	p_Planctomycetes	c_Planctomycetacia	o_Planctomycetales	f_Rubinisphaeraceae	Planctomicrobium	s_uncultured soil bacterium
b673af664ec8917bed7ee0e8f6e3c1bb	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae		
5f91c0d68e6ecd95ed248cb69ae0c386	k_Bacteria	p_Firmicutes					
5d5f9ea96902c7e15830ff9763324c68	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	Bacteroides	s_Bacteroides fragilis
e899fc2119811f84e064fd091a86f2b1	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae		
5a2b2afe500e754250a252036ece45ac	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Flavobacteriales	f_Flavobacteriaceae	Galbibacter	s_Galbibacter marinus
0efb873b25e3d110862eae02c01fd649	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	f_Moraxellaceae	uncultured	s_metagenome
0a3a21132700f0fba6490a1b3fd4ca7e	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_Beijerinckiaceae	Methylocella	s_uncultured bacterium
cc4e53ebcaa9223de3263929c21099ea	Unassigned						
360b8779251bfde96f1165e5202f83d6	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae		
cbd27cec509932e710cfd5f80fbe4c58	k_Bacteria	p_Acidobacteria	c_Thermoanaerobaculia	o_Thermoanaerobaculales	f_Thermoanaerobaculaceae	Subgroup	s_uncultured prokaryote
3c950597537497da771e86a9821484ac	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	
490a37c63d0846aa488e808fa2cab7c8	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Sphingomonadales	f_Sphingomonadaceae	Rhizorhapis	s_metagenome
9fd6556a7b79044abc59f912b31aa5d9	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiales vadinBB60 group	uncultured	s_uncultured bacterium
69448ce8829b89091e9d199dc7d6062b	k_Bacteria	p_Firmicutes	c_Negativicutes	o_Selenomonadales	f_Acidaminococcaceae	Phascolarctobacterium	s_uncultured Veillonellaceae bacterium
43283ea1b1cc489ddcd358d96e2b91a1	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Chitinophagales	f_Saprospiraceae	Haliscomenobacter	s_uncultured bacterium
72a5c9af7fbc439c649a29915a6fafa0	k_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Syntrophobacterales	f_Syntrophaceae	uncultured	s_Myxococcales bacterium enrichment culture clone 11380
c63716342f7b74f75bf2f2462e5f485e	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodospirillales	f_uncultured		
28524c5041e642e4df565f953cd157d7	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae		
be294fc1e0e88bdb23b193a58a41aa72	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminococcaceae	s_uncultured bacterium
f04ed9d5c04fbe5dabc92fd2ae170d6a	k_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Bdellovibrionales	f_Bdellovibrionaceae	Bdellovibrio	s_metagenome
8d730fd0e2f231b19df868fa6d75f1b5	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Butyricicoccus	s_Butyricicoccus sp. N15.MGS-46
919da61280e3167a06845a12b50434b4	k_Bacteria	p_Acidobacteria	c_Subgroup 11	o_uncultured soil bacterium	f_uncultured soil bacterium	uncultured	s_uncultured soil bacterium
9fec746553c6ae0773b69d24801c8f16	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Marinifilaceae	Butyricimonas	
4793958c1ec5f03e19cf7422133995fc	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Shuttleworthia	
6074d3b992b46dc10ad25bc54208c8e9	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	s_uncultured bacterium
81c81a001d2388ab2304d7425491b1b5	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	Bacteroides	
62cf0cc1d9070207874d82756b164ae2	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales			
adb86463f29b235ec10a5ca1a2dc0d50	k_Bacteria	p_Firmicutes	c_Erysipelotrichia	o_Erysipelotrichales	f_Erysipelotrichaceae	Dielma	
60ded08d9c7ed4b27c326eec32055068	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_Devosiaceae	Devosia	
0134560063ce8df17e0eac17c97b8faf	k_Bacteria						
c99e30befd63282cf7c513f6879d29bb	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_Rhizobiaceae		
3bcea73106c3bc7f631524157abf4515	Unassigned						
5cdd52c9b56c2ad6d73608ef787ed442	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Micromonosporales	f_Micromonosporaceae	Actinoplanes	s_uncultured bacterium
ae0f270c988cbe22ce9edbb305082450	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Butyricicoccus	
86ccd0ab5d8a66d4b493abe8e98f69ec	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Chitinophagales	f_Chitinophagaceae	Cnuella	s_uncultured bacterium
ce9946cd7ec9d3e343a19cf9cf322148	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Acetobacterales	f_Acetobacteraceae	Craurococcus	s_uncultured bacterium
ea228f5db728f2513f7877ced4364a28	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Gammaproteobacteria Incertae Sedis	f_Unknown Family	uncultured	s_uncultured bacterium
3693a39ab1804b7fe55436edfc051385	k_Bacteria						
caaf191b18142ef3c0f6877b90832dbc	k_Bacteria	p_Chloroflexi	c_P2-11E	o_uncultured bacterium	f_uncultured bacterium	uncultured	s_uncultured bacterium
9eb21652923d3077b444c3d87983818f	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	s_Prevotella bivia DSM 20514
8090cc34da061ad50c3242669676d98c	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Caulobacterales	f_Caulobacteraceae	PMMR1	
1192d41b511419154b22952b631d9ff0	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	
0b59625065bc06f5e009bf12e4c0597c	k_Bacteria	p_Deinococcus-Thermus	c_Deinococci	o_Deinococcales	f_Deinococcaceae	Deinococcus	s_Deinococcus yunweiensis
e02eba8e876ccac08c0fe6418088dbbd	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Roseburia	
8077065bfae86e4f5cf847ead84efa35	k_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Bdellovibrionales	f_Bacteriovoracaceae	Peredibacter	s_uncultured prokaryote
6fa19a6f2fac28f6fa1883763664bf19	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Sphingomonadales	f_Sphingomonadaceae	Sphingobium	
a4a0c3ca1db8601a058d51073ab573d6	k_Bacteria						
2e4f2b53b856c4def6d021d01f5abb70	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Dorea	
820c9abaacebd6a706d4378656feea3c	k_Bacteria	p_Fusobacteria	c_Fusobacteriia	o_Fusobacteriales	f_Fusobacteriaceae	Fusobacterium	
cb0bc38ae2b1294d6a54ec20d1a530d7	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Barnesiellaceae	Coprobacter	s_uncultured bacterium
299fa9a0ad40fa2efe051218a5d12887	k_Bacteria						
c8b4f4ac6842214a4c90b85099ae8590	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pasteurellales	f_Pasteurellaceae	Haemophilus	
231fab908516e97390c121cd43412156	Unassigned						
73056a61908f450b3db57231a236cd34	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Acetobacterales	f_Acetobacteraceae	Commensalibacter	s_Apis mellifera (honey bee)
4d7dd0cbb43d17d729f234f2f0bf62cd	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Chitinophagales	f_Chitinophagaceae	Flavihumibacter	s_uncultured bacterium
c8f3b08192577248a52e5298db290412	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Rikenellaceae	Alistipes	s_unidentified
4d72007c70f4abc0bf9e8fe8b826d07d	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacteriales	f_Enterobacteriaceae		
999265c4c1dfa14f6ae4da6a160135d3	k_Bacteria	p_Fusobacteria	c_Fusobacteriia	o_Fusobacteriales	f_Leptotrichiaceae	Leptotrichia	s_Leptotrichia sp. oral clone EI013
78eb72bb25a8633db68f3d97c3455620	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Peptococcaceae	Desulfurispora	
0091f3eeb01121171a01fc855e1e8fee	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae		
929fcdd2e0f6a25164db8f2a98d52d61	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminococcaceae	s_gut metagenome
36d28674d8dce0dbd46ae27205e3242b	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_Burkholderiaceae	Noviherbaspirillum	
8040355e87df5de1f5d10c2268dbc1af	k_Bacteria						
d9a152be34662e2176ff711c028e4d37	k_Bacteria	p_Deinococcus-Thermus	c_Deinococci	o_Deinococcales	f_Deinococcaceae	Deinococcus	s_uncultured bacterium
d68ba4e0ca492b968f8ca7e4ca1dbdc6	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Caulobacterales	f_Caulobacteraceae	Brevundimonas	
cc2e2b574d11c980e9f5f4a8d5a557b3	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_Nitrosomonadaceae	MND1	
1007aa7447de0d03999cd1d4b705fc6e	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_Burkholderiaceae		
1f8a099b73f8bdc2cf071f70eb83f244	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Flavobacteriales	f_Weeksellaceae	Chryseobacterium	
e4694cb7e5e09dde51aabeb265689e90	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	f_Moraxellaceae		
5461cbec86382de4f99ac81bfd6293cb	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_Nitrosomonadaceae	Ellin6067	
107273e73071282e4d0f4a0b46548da5	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Aeromonadales	f_Aeromonadaceae	Aeromonas	
0bdd31546b44539d0dee75d9a4b3cec8	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae 1	Clostridium	
0f7b183901acd60418685b4fe37472c7	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Christensenellaceae	Christensenella	s_Christensenella minuta
59a8f9074b5d183f35d6b17dff02ca8c	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Tannerellaceae	Parabacteroides	s_uncultured bacterium
e0a72bece4479c82d294aab7a19701d8	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Micavibrionales	f_uncultured	uncultured	s_uncultured bacterium
51313d8ac86cbb554a2ec06a3e9148fe	k_Bacteria	p_Chloroflexi	c_Ktedonobacteria	o_Ktedonobacterales	f_Ktedonobacteraceae	JG30a-KF-32	s_uncultured bacterium
13f4030c87a925e1439f1fdc5119b9b1	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_Burkholderiaceae		
918cf63c5c81e1b4972de6f0b5dabd98	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Sphingomonadales	f_Sphingomonadaceae	Sphingomonas	
3e9077de7f3a3985c1f51279627cb2a8	k_Bacteria	p_Firmicutes	c_Negativicutes	o_Selenomonadales	f_Veillonellaceae	Negativicoccus	s_uncultured bacterium
ee9fc916180fbfb415f43c0c742b850a	k_Bacteria	p_Proteobacteria	c_Alphaproteobacteria	o_Rhizobiales	f_Devosiaceae	Devosia	
a14e9d809713a3d6cea3a61e19d8a379	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Ruminiclostridium	s_uncultured bacterium
c975d8d1378da91fd695ce55ad68896a	k_Bacteria	p_Fusobacteria	c_Fusobacteriia	o_Fusobacteriales	f_Leptotrichiaceae	Streptobacillus	s_Streptobacillus hongkongensis
1df0fd027b90ee4783fff1b8a8b74120	Unassigned						
6fb4f051f2a0df6669010bd6d3f5323c	k_Bacteria						
b2597aa199b77deaccc1cdabfe6156b6	k_Bacteria	p_Actinobacteria	c_Actinobacteria	o_Micromonosporales	f_Micromonosporaceae	Luedemannella	s_uncultured bacterium
51b8facc42751b4c6a11316b05f26207	k_Bacteria	p_Planctomycetes	c_Phycisphaerae	o_Phycisphaerales	f_Phycisphaeraceae	AKYG587	s_uncultured bacterium
15b82828060b9b02c9a40b58ce2a26d6	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_Burkholderiaceae		
5dd7d17b4c1ae812d1dc61e31b034c34	k_Bacteria						
243a590b7a6c17e5a16dff4bc7033ac1	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Bacteroidaceae	Bacteroides	s_Bacteroides eggerthii DSM 20697
18abc0cf27e060f3bf6cc4c59464dca8	k_Bacteria	p_Proteobacteria	c_Deltaproteobacteria	o_Bdellovibrionales	f_Bdellovibrionaceae	Bdellovibrio	s_uncultured bacterium
ab6f88be61cbc302262dee2b3ee10a41	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria	o_Betaproteobacteriales	f_Hydrogenophilaceae	uncultured	s_uncultured Burkholderiales bacterium
9e8c4c4ea49be689caa45f504d664d91	k_Bacteria	p_Spirochaetes	c_Spirochaetia	o_Spirochaetales	f_Spirochaetaceae		
8532a185b286c496d84e2976ad4933f4	k_Bacteria	p_Proteobacteria	c_Gammaproteobacteria				
f2c5486574113358bb934b34e9db82a4	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	Catonella	s_uncultured bacterium
2a545f2e28727095fe1a0d2b11eaf18e	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	s_Prevotella pleuritidis JCM 14110
38dc2e9ea5bbf197d00d61c866913e96	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Bacteroidales	f_Prevotellaceae	Prevotella	s_Prevotella intermedia
b2ca79ff12e8bc7ef31e2e6c3c697290	k_Bacteria	p_Spirochaetes	c_Spirochaetia	o_Spirochaetales	f_Spirochaetaceae	Treponema	s_Treponema refringens
ded06e5693288679baec90e9e5ceb84c	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Chitinophagales	f_Chitinophagaceae	Cnuella	
acd532bba27a643b0e921e33c1b960e1	k_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	Eubacterium	
62c594600dce9c6b12cb4da7b4fe4bff	Unassigned						
011d72014da4681b0abd5db38ea5a4d0	k_Bacteria	p_Firmicutes	c_Erysipelotrichia	o_Erysipelotrichales	f_Erysipelotrichaceae	Catenibacterium	
fead63bb783b471a1ece2f1bd270c224	k_Bacteria	p_Bacteroidetes	c_Bacteroidia	o_Flavobacteriales	f_Flavobacteriaceae	Capnocytophaga	
